id,job_title,company,location,experience_min,experience_max,salary_min,salary_max,skills,job_description,employment_type,industry,functional_area,role,posted_date
255,Senior Business Analyst,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Automation|Visio|Test scripts|CGI|Banking|Business Analyst|Credit collection|Testing|digital transformation|Training,,,IT-Software / Software Services,"IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-04 19:03:46 +0000
256,ACN - Digital - Analytics - FS Analytics - 6,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,digital analytics,,,"IT-Software, Software Services","Strategy , Management Consulting , Corporate Planning",Corporate Planning/Consulting/Strategy,2019-08-06 08:30:38 +0000
257,Sr. Big Data Analyst,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,big data analyst,,,"IT-Software, Software Services","ITES , BPO , KPO , LPO , Customer Service , Operations",Back Office/Web/Transaction Processing,2019-07-05 15:06:25 +0000
258,Senior Business Analyst- Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,R|python|model|Analytics|SQL|Business Analysis,,,Internet / Ecommerce,Analytics & Business Intelligence,Analytics & BI,2019-08-05 23:26:14 +0000
259,Business analyst,,Jodhpur,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| International marketing,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 13:10:12 +0000
260,Technical Design Expert Visual Analytics,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Service management| Relationship management| Customer management| Architecture| Technical design| System design| Subject matter expertise| Information technology| Operations| Analytics,,,"Medical, Healthcare, Hospitals",IT Software - Other,Programming & Design,2019-08-04 11:22:20 +0000
261,Consultant/Sr. Consultant Business Analyst,,Ahmedabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business analysis| Monitoring| Project planning| Cost estimation| consultant business analyst| Risk mitigation| Business system,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-05 13:02:13 +0000
262,Urgent Opening For RPA Business Analyst.,,Mumbai,0,1,"5,00,000","11,00,000 PA.",rpa| business analysis| business analyst,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-05 14:10:52 +0000
263,Project Manager - Analytics-insurance Domain,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Science| Project Management| Customer Experience| Cross Selling| Advanced Analytics| Project Delivery| Project Planning| Operations| Predictive Analytics,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-08-04 05:18:39 +0000
264,Sr. Business Analyst,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data analysis| Usage| Technical writing| business case development| Business process modeling| Project delivery| Cost benefit analysis| Business case| Monitoring| Quality management,,,"BPO, Call Centre, ITeS","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-06 08:03:29 +0000
265,"Senior Data Analyst - Tableau - Gurgaon, HR",,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,HR,,,"Pharma, Biotech, Clinical Research",Analytics & Business Intelligence,Analytics & BI,2019-07-04 02:45:35 +0000
266,"Business Analyst , Information Technology",,Mumbai,0,1,Best as per Industry standards,Best as per Industry standards,SAP FICO| SAP FICO Consultant| Business Analyst,,,"Oil and Gas, Energy, Power, Infrastructure",Analytics & Business Intelligence,Analytics & BI,2019-07-05 07:54:15 +0000
267,"Analytics Manager-r,python,sql",,Bengaluru,0,1,"15,00,000","25,00,000 PA.",Predictive Modeling| R| Logistic Regression| Linear Regression| Statistical Modeling| time series| Data Modeling| Strategic Planning| Analytics| SQL| Python,,,"KPO, Research, Analytics",Analytics & Business Intelligence,Analytics & BI,2019-08-05 19:42:00 +0000
268,Forensic Data Analyst,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Assurance| Relationship building| Network security| Forensic| Social media analytics| Business Executive| Network troubleshooting| Client servicing| Manager Client Servicing| malware analysis,,,"Recruitment, Staffing","ITES , BPO , KPO , LPO , Customer Service , Operations",Back Office/Web/Transaction Processing,2019-07-06 04:45:48 +0000
269,Engineering Lead IoT Streaming Analytics Platform,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Building| Cloud computing| Usage| Algorithms| Javascript| Data structures| Business Executive| Analytics| microservices,,,"Recruitment, Staffing","IT Software - Application Programming , Maintenance",Programming & Design,2019-08-06 03:03:13 +0000
270,Assistant Manager - Analytics - SAS - Iit/nit/bits,,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS| Retail Analytics| Risk Analytics| Credit Risk| Statistics| Analytics,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-08-04 09:55:22 +0000
271,Sr. Business Analyst,,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business process| Publishing| Consulting| Agile| Workflow| Application development| RUP| Operations| Monitoring| SDLC,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-05 11:15:35 +0000
272,Consultant/ Senior Consultant - Anti Money Laundering - SAS/ Analytics,,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,AML| SAS| Big Data| Statistics| Analytics,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-05 13:02:59 +0000
273,Walk-in for Business Analyst / Project Coordinator,,Ahmedabad (Vastrapur),0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,business analytics| project management| business analyst| srs| brs| documentation| team management| client communication| sdlc| Project Coordinator| IT| information technology| MBA,,,"IT-Software, Software Services",IT Software - Client/Server Programming,System Design/Implementation/ERP/CRM,2019-07-04 18:16:56 +0000
274,Business Analyst,,Thane,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Required to make recommendations for action by synthesizing financial information and trends.,,,"Construction, Engineering, Cement, Metals","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-06 23:17:56 +0000
275,Lead - Digital Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Financial services| SAS| SQL| Data modeling| QlikView| Data analytics| Text mining| digital analytics| Social media analytics| Investment,,,"Banking, Financial Services, Broking",IT Software - Other,Programming & Design,2019-07-06 22:04:08 +0000
276,Business Analyst For Web Projects Required,,Kolkata,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,guru| project management| cakephp| bidding| proposal writing| wordpress| cms| business development| business analyst| project co - ordinator| Laravel| internet technologies| web technologies| codeigniter| php| mvc| freelancer,,,"IT-Software, Software Services","IT Software - eCommerce , Internet Technologies",System Design/Implementation/ERP/CRM,2019-08-04 03:12:35 +0000
277,JD Edwards Business Analyst Finance,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,General accounting| Fixed assets| Consulting| Project costing| JD Edwards| Process improvement| Expense management| Business process| Analytical| Application support,,,"Recruitment, Staffing","IT Software - ERP , CRM",System Design/Implementation/ERP/CRM,2019-07-06 20:43:50 +0000
278,Assistant Manager - Digital Analytics,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,digital analytics| data science| Business analysis| Analytical| Machine learning| HTML| Data mining| Teradata| Analytics| Android,,,"Medical, Healthcare, Hospitals","ITES , BPO , KPO , LPO , Customer Service , Operations",Voice,2019-07-05 12:43:12 +0000
279,Project Manager Analytics - Mumbai - (kanjurmarg),,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Intelligence| Top Management| Project Management| Case Studies| Analytics,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 16:33:48 +0000
280,Media mgmt. and analytics- Assistant Professor,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Counselor| Mentor| Trainer| Advisor| Teaching,,,"Education, Teaching, Training","Teaching , Education , Training , Counselling",University Level,2019-07-07 02:32:46 +0000
281,Svcs Business Analyst,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Recruitment| Data mining| Computer science| Career development| Information retrieval| Machine learning| Python| data science| Natural language processing,,,"IT-Software, Software Services",IT Software - Other,System Design/Implementation/ERP/CRM,2019-07-04 02:53:56 +0000
282,Data Analytics (CSE) - Associate Professor,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Counselor| Mentor| Trainer| Advisor| Teaching,,,"Education, Teaching, Training","Teaching , Education , Training , Counselling",University Level,2019-08-05 12:47:22 +0000
283,Business Analyst ( Marketing) ( Female ),,Gurgaon,0,1,"2,00,000","3,00,000 PA.",,,,"Recruitment, Staffing","Marketing , Advertising , MR , PR , Media Planning",Marketing,2019-07-06 02:06:27 +0000
284,Senior Business Analyst,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Senior Business Analyst,,,"Pharma, Biotech, Clinical Research","ITES , BPO , KPO , LPO , Customer Service , Operations",Operations,2019-08-04 08:02:42 +0000
285,Business Analyst Required To Teach part time,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| business analysis,,,"IT-Software, Software Services","IT Software - eCommerce , Internet Technologies",System Design/Implementation/ERP/CRM,2019-08-04 07:47:36 +0000
286,Business Analyst - Energy And Utilities,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,English language| Business Analyst| large| Business analysis| talent| Senior Business Analyst| Software| Time| Language skills| Complex,,,"IT-Software, Software Services","IT Software - ERP , CRM",System Design/Implementation/ERP/CRM,2019-08-06 06:35:06 +0000
287,Team Lead Technical Analytics,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Advanced Analytics| Data Analytics| Project Management| Business Intelligence| Data Quality| Metrics| Continuous Improvement| Predictive Modeling| Subject Matter Expertise| Access Control,,,"Pharma, Biotech, Clinical Research",Analytics & Business Intelligence,Analytics & BI,2019-07-04 20:11:18 +0000
288,Business Analyst - Agile Software Development,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Communication Skills| Software Development| User Stories| Agile| Scrum| Strong Analytical Skills| System Integration| Verbal Communication| Data Mapping| Business Analysis,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 13:02:00 +0000
289,Business Analyst/ Senior Business Analyst,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Requirements Management| Communication Skills| Primary| Senior Management| Verbal Communication| Business Analysis| Business Case,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 10:10:31 +0000
290,Project Manager - Analytics LSR PM Ops,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Customer service| Procurement| Data analysis| Macros| Financial analysis| Financial reporting| Oracle| Data mining| PMP| Operational excellence,,,"Pharma, Biotech, Clinical Research","ITES , BPO , KPO , LPO , Customer Service , Operations",Senior Management,2019-07-06 19:15:45 +0000
291,"Business Analyst - Power BI, Tableau, SQL and Data Analytics ( Male )",,Mumbai,0,1,"4,00,000","7,00,000 PA.",bpo| data analytics| information technology| isp| operation team| digital strategy| power bi| it| kpo| business analyst| business tools| tool| sql| tableau| quality assurance| user acceptance testing| business continuity| telecom,,,"Telcom, ISP",Analytics & Business Intelligence,Analytics & BI,2019-08-05 10:09:24 +0000
292,Data Analyst (Vacancy-1),,Noida,0,1,"INR 1,37,500/",per month,,,,"Media, Entertainment, Internet",Analytics & Business Intelligence,,2019-07-04 11:26:12 +0000
293,Software Architect - Video Analytics,,Bengaluru,0,1,"15,00,000","25,00,000 PA.",Algorithm Development| C| Cortex| Machine Learning| Wireframing| Linux| Image Processing| Embedded Systems| ARM| Python,,,"IT-Software, Software Services","IT Software - Embedded , EDA , VLSI , ASIC , Chip Design",Programming & Design,2019-08-06 04:05:49 +0000
294,Google Analytics,,Gurgaon,0,1,"50,000","3,00,000 PA.",google analytics| google adwords| Google Webmaster Tools,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 08:23:22 +0000
295,Application Architect: Microsoft Analytics & Cloud,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,WCF| C#| Silverlight| JQuery| ADO.Net| Javascript| Windows Phone| Xamarin| Html5| Sharepoint,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 03:28:48 +0000
296,Manager - Patient Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Modeling| Python| R| Machine Learning| Predictive Modeling| Analytics| Project Management| Clinical Data Management| Data Analytics,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-07-05 21:53:49 +0000
297,Business Analyst - Noida,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,sfdc| project implementation| business analysis| business development| client management| Business Process Modeling| salesforce| client relationship management| solution design| business consultant| crm,,,"IT-Software, Software Services","IT Software - ERP , CRM",System Design/Implementation/ERP/CRM,2019-08-04 17:09:46 +0000
298,Business Analyst,,Mumbai (Bandra Kurla Complex),0,1,"6,00,000","12,00,000 PA.",business analysis| Financial Modelling| Business Presentations,,,"Real Estate, Property",Analytics & Business Intelligence,Analytics & BI,2019-07-05 22:36:37 +0000
299,Lead Data Scientist / Project Manager Analytics Services,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Consulting| Analytics| Supply chain| customer analytics| Marketing analytics| digital analytics| Data analytics| advanced analytics| Pilot| Solution design,,,"KPO, Research, Analytics","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-06 12:27:39 +0000
300,AVP/ Senior/ AVP - Digital Analytics + Retail Analytics - KPO - IIT,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Science| SAS| Retail Analytics| Web Analytics| Machine Learning| Statistics| Analytics| Python,,,"IT-Software, Software Services",Analytics & Business Intelligence,Senior Management,2019-08-05 13:33:59 +0000
301,Business Analyst(wealth Management Domain),,Pune,0,1,Openings: 3,Openings: 3,Capital Market|Gap Analysis|Loans|Regulatory Reporting|Wealth Management|Investment Banking|Unit Testing|Trade Finance|Regulatory Compliance|Business Analysis,,,IT-Software / Software Services,"IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 05:37:28 +0000
302,Assoc_frra_strategy & Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,technology| finance| operations| human resources,,,"Banking, Financial Services, Broking","Accounts , Finance , Tax , Company Secretary , Audit",Finance/Audit,2019-07-05 23:55:31 +0000
303,ACN – Digital- Analytics – Platforms,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS|R|Advanced Excel|Digital Analytics|Logistic Regression|Statistical Modeling|VBA|Sales|Segmentation|Business Process,,,IT-Software / Software Services,Analytics & Business Intelligence,Analytics & BI,2019-07-04 22:10:47 +0000
304,Business Analyst _ Cmml3 _ Mumbai/pune/ Chennai,,Mumbai,0,1,"14,00,000","16,00,000 PA.",Business Analyst| Business Analysis,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-08-04 20:30:36 +0000
305,Data Analyst - Sql/r/python,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,R| Data Analyst| Data Analytics| Python| SQL,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 14:58:10 +0000
306,Mis Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,,,"Banking, Financial Services, Broking","ITES , BPO , KPO , LPO , Customer Service , Operations",Voice,2019-07-06 16:00:05 +0000
307,Business Analyst - Trade finance,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Supply chain| Trade finance| Operations| PLSQL| Catering| Finacle| Business Analyst| Trade finance operations| SQL queries| Regulatory reporting,,,"Banking, Financial Services, Broking",IT Software - Other,System Design/Implementation/ERP/CRM,2019-07-06 10:39:13 +0000
308,Platform Architect - IT Operations Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Jenkins| Java| Maven| Big Data Analytics| Software Development| Github| Eclipse| SCALA| SVN| Microservices| application development,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-08-04 04:44:58 +0000
309,Associate Level 1 / Senior Associate - Global Markets Client Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Computer science| Front office| Wealth management| Analytical| Agile| Data processing| Information technology| Financial services| Monitoring| SQL,,,"Banking, Financial Services, Broking","ITES , BPO , KPO , LPO , Customer Service , Operations",Voice,2019-08-06 02:14:37 +0000
310,Data Analyst - R/sas/sql,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Analytics| Data Analyst| SQL| SAS| R| Google Analytics| Data Mining| Algorithm,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-07-04 17:08:13 +0000
311,Associate Vice President - Fraud Analytics - Iit/bits/nit,,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS| Statistics| Analytics| Fraud Analytics,,,"IT-Software, Software Services",Analytics & Business Intelligence,Senior Management,2019-07-04 17:12:40 +0000
312,Senior Consultant - Cloud Data & Analytics Developer,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Distribution System| Management Services| Shell Scripting| Continuous Integration| Data Structures| Data Analysis| Application Integration| Data Modeling| Data Analytics| SQL,,,"Pharma, Biotech, Clinical Research","IT Software - DBA , Datawarehousing",Programming & Design,2019-08-04 13:04:28 +0000
313,Senior Visualization and Analytics Designer/Architect,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,C| Python| Six Sigma| PMP| .NET| HTML| JavaScript| SQL| Oracle| assembly language| Real Time Operating Systems,,,"BPO, Call Centre, ITeS","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-06 22:29:52 +0000
314,Urgent Opening for Data Analyst (pms) at Greenpoint Global at Belpur,,Navi Mumbai,0,1,"50,000","2,00,000 PA.",Data Analysis| Data Collection| Project Management,,,"Shipping, Marine",Shipping,Engineering,2019-07-05 22:32:54 +0000
315,Data Analyst(accounts and Audit) - Freight Industry,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,financial analysis| Audit| data analysis| data processing| auditing| accounting| statistical analysis| Accounts,,,"Courier, Transportation, Freight , Warehousing","Accounts , Finance , Tax , Company Secretary , Audit",Finance/Audit,2019-08-05 04:40:13 +0000
316,Fraud Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,marketing executive| distributors| customer profiling| sales strategy| market research| Business Development| sales executive| Fraud Analytics,,,"Recruitment, Staffing","Financial Services , Banking , Investments , Insurance",Senior Management,2019-07-06 21:48:41 +0000
317,Jr Data Analyst,,Kolkata,0,1,"1,00,000","2,00,000 PA.",Data Analysis,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 11:11:01 +0000
318,Business Analyst - Wms/scm,,Bengaluru,0,1,Openings: 1,Openings: 1,Use Cases|User Stories|Warehouse Management|Supply Chain Planning|Supply Chain Solutions|Business Process|Life Cycle|Agile Development|Enterprise Applications|Agile Methodology,,,IT-Software / Software Services,"IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-04 12:39:23 +0000
319,Urgent Requirement for Data Analysts in a Leading MNC in Mumbai,,Mumbai,0,1,"1,00,000","3,50,000 PA.",Advanced Excel| Macros| VBA| MIS Reporting| Data Analysis| Night Shift| Dashboards,,,"BPO, Call Centre, ITeS","ITES , BPO , KPO , LPO , Customer Service , Operations",Voice,2019-07-05 20:31:17 +0000
320,Lead - Data Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Logistic regression| SAS| Project management| Business analytics| Analytical| Data processing| Data mining| Financial services| SQL| Data extraction,,,"Banking, Financial Services, Broking","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-06 15:13:50 +0000
321,Data Analytics Principal,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Project management| Data analysis| SQL| SAS| Forecasting| Supply chain| Data mining| Operations research| Analytical| Operations,,,"IT-Software, Software Services","IT Software - DBA , Datawarehousing",Programming & Design,2019-07-07 03:58:27 +0000
322,Business Analyst Position @ Bangalore,,Bengaluru (BTM Layout),0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Requirement Gathering| Business Analysis| Business Analytics| Statistical Analysis| Data Loader,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-04 05:13:47 +0000
323,HR Analytics,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,hr analytics|People Analytics|SAS|R|Python,,,KPO / Research / Analytics,Analytics & Business Intelligence,Analytics & BI,2019-07-04 09:54:30 +0000
324,Business Analyst Corporate,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,project management| project planning,,,"Courier, Transportation, Freight , Warehousing",IT Software - Other,System Design/Implementation/ERP/CRM,2019-07-06 09:14:56 +0000
325,Business Analyst - SAP MM,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,business process| material management| sap mm| sap implementation| process quality,,,"Construction, Engineering, Cement, Metals","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 11:35:27 +0000
326,ACN – Digital – Analytics – Data Services – 9,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,R|Hive|Segmentation|Linear Regression|Spark|Tableau|Machine Learning|Statistics|Deep Learning|Python,,,IT-Software / Software Services,Analytics & Business Intelligence,Analytics & BI,2019-07-04 12:07:43 +0000
327,VP - PMO/ Project Business Analyst - Investment Banking,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Mba Finance| Investment Banking| Project Management| MS Visio| Accounting| Insurance Operations| Derivatives| Solution Design| Business Analysis| Data Mapping,,,"Banking, Financial Services, Broking","Financial Services , Banking , Investments , Insurance",Senior Management,2019-08-04 08:12:39 +0000
328,Risk Analytics Professional - Credit Risk Models - SAS - Retail Bankin,,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Lgd| Basel| Risk Analytics| Risk Management| Credit Risk| Model Development| SAS| Retail Banking| Business Modeling,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-07-04 17:16:05 +0000
329,Requirement for Data Science/ Data Analyst Noida-2-6 year Experience,,Noida,0,1,"3,00,000","6,00,000 PA.",python| django| machine learning| sql| Data Science| Predictive Analytics| Statistical Analysis| Data Extraction| Data Cleansing| Linear Regression| Logistic Regression| Data Mining,,,"BPO, Call Centre, ITeS","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 11:14:17 +0000
330,Deputy General Manager/ General Manager - HR Analytics - Iim/xlri,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,HR Analytics| Analytics| Data Analytics| Statistics,,,"KPO, Research, Analytics",Analytics & Business Intelligence,Senior Management,2019-07-04 23:21:14 +0000
331,Financial Data Analyst,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Monthly Reports| Balance sheet| Finance| general accounting| Data Quality| Reconciliation| Data Analysis| General Ledger| trial balance| Test Cases| Data extraction,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-08-04 22:24:02 +0000
332,ACN Digital- Analytics Risk- 6,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Financial services|Underwriting|Capital market|Auditing|Actuarial|SQL|Risk analytics|Forecasting|Market risk|Bloomberg,,,IT-Software / Software Services,"Financial Services , Banking , Investments , Insurance",Financial Services/Stock Broking,2019-07-04 15:03:43 +0000
333,Digital - Senior Process Manager - Reporting and Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Telecom| Recruitment| Analytics| SEO| HTML| Financial services| Client management| Staffing| Business operations| Process management,,,"BPO, Call Centre, ITeS","ITES , BPO , KPO , LPO , Customer Service , Operations",Operations,2019-07-06 10:37:39 +0000
